unconvertedTime, unconvertedIntensity, convertedMZ, convertedIntensity
0.0,0.0,0.0,-0.0
0.003200000047683716,0.0,2.229747201368111e-06,-0.0
0.006400000095367432,0.0,8.918988805472443e-06,-0.0
0.009600000143051148,0.0,2.0067724812312996e-05,-0.0
0.012800000190734864,15.748031496062993,3.567595522188977e-05,-0.018181818181818184
0.01600000023841858,0.0,5.574368003420277e-05,-0.0
0.019200000286102296,0.0,8.027089924925198e-05,-0.0
0.022400000333786012,-15.748031496062993,0.00010925761286703743,0.018181818181818184
0.02560000038146973,0.0,0.0001427038208875591,-0.0
0.028800000429153445,0.0,0.000180609523310817,-0.0
0.03200000047683716,-15.748031496062993,0.00022297472013681107,0.018181818181818184
0.03520000052452087,0.0,0.00026979941136554133,-0.0
0.03840000057220459,0.0,0.00032108359699700793,-0.0
0.041600000619888305,0.0,0.00037682727703121057,-0.0
0.044800000667572025,0.0,0.00043703045146814974,-0.0
0.04800000071525574,15.748031496062993,0.0005016931203078249,-0.018181818181818184
0.05120000076293946,0.0,0.0005708152835502364,-0.0
0.05440000081062317,0.0,0.0006443969411953839,-0.0
0.05760000085830689,-15.748031496062993,0.000722438093243268,0.018181818181818184
0.0608000009059906,0.0,0.0008049387396938879,-0.0
0.06400000095367432,0.0,0.0008918988805472443,-0.0
0.06720000100135803,0.0,0.0009833185158033368,-0.0
0.07040000104904175,0.0,0.0010791976454621653,-0.0
0.07360000109672546,0.0,0.0011795362695237303,-0.0
0.07680000114440919,0.0,0.0012843343879880317,-0.0
0.0800000011920929,0.0,0.001393592000855069,-0.0
0.08320000123977661,0.0,0.0015073091081248423,-0.0
0.08640000128746032,0.0,0.0016254857097973525,-0.0
0.08960000133514405,0.0,0.001748121805872599,-0.0
0.09280000138282776,0.0,0.001875217396350581,-0.0
0.09600000143051148,0.0,0.0020067724812312996,-0.0
0.09920000147819519,0.0,0.002142787060514754,-0.0
0.10240000152587891,0.0,0.0022832611342009455,-0.0
0.10560000157356263,0.0,0.0024281947022898724,-0.0
0.10880000162124634,0.0,0.0025775877647815355,-0.0
0.11200000166893005,0.0,0.0027314403216759354,-0.0
0.11520000171661378,0.0,0.002889752372973072,-0.0
0.11840000176429749,0.0,0.0030525239186729434,-0.0
0.1216000018119812,0.0,0.0032197549587755516,-0.0
0.12480000185966492,-15.748031496062993,0.0033914454932808956,0.018181818181818184
0.12800000190734864,0.0,0.003567595522188977,-0.0
0.13120000195503234,0.0,0.003748205045499793,-0.0
0.13440000200271607,0.0,0.003933274063213347,-0.0
0.1376000020503998,0.0,0.004122802575329636,-0.0
0.1408000020980835,0.0,0.004316790581848661,-0.0
0.14400000214576722,0.0,0.004515238082770423,-0.0
0.14720000219345092,-15.748031496062993,0.004718145078094921,0.018181818181818184
0.15040000224113464,0.0,0.004925511567822157,-0.0
0.15360000228881837,15.748031496062993,0.005137337551952127,-0.018181818181818184
0.15680000233650207,0.0,0.0053536230304848335,-0.0
0.1600000023841858,0.0,0.005574368003420276,-0.0
0.16320000243186952,15.748031496062993,0.005799572470758457,-0.018181818181818184
0.16640000247955322,15.748031496062993,0.006029236432499369,-0.018181818181818184
0.16960000252723695,0.0,0.0062633598886430225,-0.0
0.17280000257492065,0.0,0.00650194283918941,-0.0
0.17600000262260437,0.0,0.006744985284138534,-0.0
0.1792000026702881,0.0,0.006992487223490396,-0.0
0.1824000027179718,0.0,0.00724444865724499,-0.0
0.18560000276565553,0.0,0.007500869585402324,-0.0
0.18880000281333922,0.0,0.007761750007962391,-0.0
0.19200000286102295,0.0,0.008027089924925198,-0.0
0.19520000290870668,15.748031496062993,0.008296889336290738,-0.018181818181818184
0.19840000295639038,0.0,0.008571148242059016,-0.0
0.2016000030040741,0.0,0.008849866642230031,-0.0
0.20480000305175783,0.0,0.009133044536803782,-0.0
0.20800000309944153,0.0,0.009420681925780267,-0.0
0.21120000314712525,0.0,0.00971277880915949,-0.0
0.21440000319480895,0.0,0.010009335186941448,-0.0
0.21760000324249268,0.0,0.010310351059126142,-0.0
0.2208000032901764,0.0,0.010615826425713576,-0.0
0.2240000033378601,0.0,0.010925761286703741,-0.0
0.22720000338554383,0.0,0.011240155642096645,-0.0
0.23040000343322756,0.0,0.011559009491892288,-0.0
0.23360000348091126,0.0,0.01188232283609066,-0.0
0.23680000352859498,0.0,0.012210095674691774,-0.0
0.24000000357627868,0.0,0.012542328007695619,-0.0
0.2432000036239624,0.0,0.012879019835102206,-0.0
0.24640000367164613,0.0,0.013220171156911526,-0.0
0.24960000371932983,0.0,0.013565781973123582,-0.0
0.25280000376701356,0.0,0.01391585228373838,-0.0
0.2560000038146973,0.0,0.014270382088755909,-0.0
0.259200003862381,0.0,0.014629371388176177,-0.0
0.2624000039100647,0.0,0.014992820181999171,-0.0
0.2656000039577484,0.0,0.015360728470224912,-0.0
0.26880000400543214,0.0,0.01573309625285339,-0.0
0.27200000405311586,0.0,0.016109923529884596,-0.0
0.2752000041007996,0.0,0.016491210301318546,-0.0
0.27840000414848326,0.0,0.016876956567155224,-0.0
0.281600004196167,-15.748031496062993,0.017267162327394645,0.018181818181818184
0.2848000042438507,0.0,0.017661827582036806,-0.0
0.28800000429153444,0.0,0.01806095233108169,-0.0
0.29120000433921817,0.0,0.018464536574529324,-0.0
0.29440000438690184,0.0,0.018872580312379685,-0.0
0.29760000443458556,0.0,0.019285083544632788,-0.0
0.3008000044822693,15.748031496062993,0.019702046271288628,-0.018181818181818184
0.304000004529953,0.0,0.020123468492347196,-0.0
0.30720000457763674,0.0,0.020549350207808507,-0.0
